applicant_id,Status,applied_platform,platform_logo_url,company,company_logo_url,job_title,Industry,skills_mentioned,Education,Age Group,Years of Experience,hired,salary_offer_in_inr,Monthly Salary (INR),AI Risk,Location,application_date
A1332,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Flipkart,https://logo.clearbit.com/flipkart.com,Software Engineer,Marketing,"Azure, Communication, Teamwork, Power BI, Presentation, Docker",High School,45-54,8,No,,,High,Gurugram,20-03-2024
A1333,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,Google,https://logo.clearbit.com/google.com,Software Engineer,Marketing,"Azure, Presentation, Machine Learning, SQL",PhD,18-24,0,No,,,High,Ahmedabad,14-02-2025
A1334,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,IBM,https://logo.clearbit.com/ibm.com,DevOps Engineer,Human Resources,"Java, Data Visualization, SEO, Python, Excel",PhD,55+,3,No,,,High,Chennai,24-07-2024
A1335,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,IBM,https://logo.clearbit.com/ibm.com,HR Executive,Finance,"Excel, Problem Solving, Digital Marketing, AWS, Data Visualization, Azure",Master's Degree,45-54,0,No,,,High,Gurugram,03-06-2024
A1336,Employed,Indeed,https://logo.clearbit.com/indeed.com,Infosys,https://logo.clearbit.com/infosys.com,HR Executive,Education,"Linux, Teamwork, HTML, Python, Communication",Diploma,35-44,5,No,,,Low,Hyderabad,02-01-2024
A1337,Employed,Internshala,https://logo.clearbit.com/internshala.com,Google,https://logo.clearbit.com/google.com,Sales Executive,Healthcare,"Power BI, Digital Marketing, SQL, React",Bachelor's Degree,45-54,0,No,,,Low,Noida,13-10-2024
A1338,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,UI/UX Designer,Human Resources,"SEO, CSS, Java, Problem Solving, JavaScript",High School,55+,1,No,,,Moderate,Kolkata,01-06-2025
A1339,Intern,Indeed,https://logo.clearbit.com/indeed.com,Wipro,https://logo.clearbit.com/wipro.com,Software Engineer,Healthcare,"C++, React, Azure, Kubernetes, Docker, Communication",Bachelor's Degree,55+,4,Yes,736995,61416,Low,Chennai,06-02-2025
A1340,Intern,Internshala,https://logo.clearbit.com/internshala.com,Zomato,https://logo.clearbit.com/zomato.com,Product Manager,Healthcare,"Java, AWS, React, Leadership",PhD,55+,0,Yes,1244858,103738,Moderate,Kolkata,21-08-2025
A1341,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Google,https://logo.clearbit.com/google.com,Marketing Intern,Manufacturing,"SEO, Communication, Power BI, JavaScript, Data Visualization, Excel",High School,55+,6,No,,,High,Hyderabad,31-07-2024
A1342,Employed,Internshala,https://logo.clearbit.com/internshala.com,Zomato,https://logo.clearbit.com/zomato.com,Product Manager,Information Technology,"Java, Node.js, Presentation",High School,55+,8,No,,,Low,Mumbai,07-11-2024
A1343,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Microsoft,https://logo.clearbit.com/microsoft.com,Quality Analyst,Education,"Java, HTML, Azure, Excel",PhD,18-24,7,No,,,Low,Gurugram,09-02-2025
A1344,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,IBM,https://logo.clearbit.com/ibm.com,Product Manager,Human Resources,"Python, Tableau, SEO, Data Visualization",Bachelor's Degree,55+,2,Yes,1235187,102932,Moderate,Pune,17-07-2025
A1345,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Zomato,https://logo.clearbit.com/zomato.com,Backend Developer,Human Resources,"JavaScript, Python, SQL, Teamwork",High School,18-24,1,No,,,High,Delhi,15-08-2024
A1346,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,HCL,https://logo.clearbit.com/hcltech.com,Business Analyst,E-commerce,"Problem Solving, Docker, Teamwork",Bachelor's Degree,45-54,0,No,,,Moderate,Bangalore,17-03-2024
A1347,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Microsoft,https://logo.clearbit.com/microsoft.com,Mobile App Developer,Education,"Java, Teamwork, Presentation, Communication",High School,45-54,0,Yes,644718,53726,High,Gurugram,05-05-2024
A1348,Intern,Indeed,https://logo.clearbit.com/indeed.com,TCS,https://logo.clearbit.com/tcs.com,Marketing Intern,Human Resources,"Teamwork, CSS, Tableau, Digital Marketing, Python, Leadership",Diploma,18-24,1,No,,,Moderate,Mumbai,12-03-2025
A1349,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Microsoft,https://logo.clearbit.com/microsoft.com,Marketing Intern,Marketing,"Docker, SEO, React, SQL, Git",Master's Degree,25-34,8,Yes,12381,1032,Low,Kolkata,26-09-2025
A1350,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,IBM,https://logo.clearbit.com/ibm.com,Finance Analyst,Information Technology,"Data Visualization, Digital Marketing, SQL, Java, Docker, Tableau",PhD,55+,5,No,,,Low,Gurugram,20-05-2024
A1351,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Swiggy,https://logo.clearbit.com/swiggy.com,HR Executive,Education,"Tableau, Presentation, HTML",Master's Degree,55+,6,Yes,419150,34929,Moderate,Noida,02-01-2025
A1352,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Paytm,https://logo.clearbit.com/paytm.com,Business Analyst,Information Technology,"Tableau, Docker, Node.js, Python, Communication",Bachelor's Degree,45-54,2,No,,,Low,Mumbai,03-09-2025
A1353,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Dell,https://logo.clearbit.com/dell.com,Software Engineer,Information Technology,"Machine Learning, Excel, Leadership, Problem Solving, Azure, Node.js",Master's Degree,18-24,2,No,,,High,Mumbai,12-04-2024
A1354,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Dell,https://logo.clearbit.com/dell.com,Software Engineer,Healthcare,"Problem Solving, Presentation, Tableau, Excel",Master's Degree,55+,1,No,,,Low,Delhi,26-06-2024
A1355,Intern,Naukri,https://logo.clearbit.com/naukri.com,LTI,https://logo.clearbit.com/lntinfotech.com,Quality Analyst,Information Technology,"Problem Solving, Python, HTML, Excel, React",Master's Degree,45-54,2,No,,,Low,Kolkata,30-07-2025
A1356,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,DevOps Engineer,Education,"Digital Marketing, SQL, Java, Azure",Master's Degree,55+,2,No,,,High,Kolkata,08-09-2025
A1357,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Swiggy,https://logo.clearbit.com/swiggy.com,Finance Analyst,Education,"Communication, Git, AWS",PhD,18-24,4,No,,,High,Ahmedabad,13-05-2024
A1358,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Zoho,https://logo.clearbit.com/zoho.com,Software Engineer,Healthcare,"React, Problem Solving, HTML",Diploma,25-34,0,No,,,Moderate,Mumbai,25-05-2024
A1359,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Ola,https://logo.clearbit.com/olacabs.com,Frontend Developer,Finance,"HTML, C++, Tableau, Problem Solving, JavaScript",Diploma,35-44,3,No,,,Moderate,Delhi,10-12-2024
A1360,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,Amazon,https://logo.clearbit.com/amazon.com,Marketing Intern,Healthcare,"Presentation, Linux, Digital Marketing, Teamwork, Communication, Node.js",Master's Degree,45-54,8,Yes,12256,1021,High,Mumbai,29-07-2025
A1361,Employed,Internshala,https://logo.clearbit.com/internshala.com,Accenture,https://logo.clearbit.com/accenture.com,Marketing Intern,Healthcare,"Kubernetes, CSS, HTML, Teamwork, React, Node.js",Diploma,45-54,8,No,,,Moderate,Pune,02-01-2024
A1362,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,LTI,https://logo.clearbit.com/lntinfotech.com,Software Engineer,Human Resources,"Git, Communication, Presentation, Azure",Diploma,35-44,0,No,,,Low,Hyderabad,02-08-2025
A1363,Intern,Indeed,https://logo.clearbit.com/indeed.com,Amazon,https://logo.clearbit.com/amazon.com,Quality Analyst,Finance,"Azure, Excel, Communication",PhD,35-44,0,No,,,Low,Pune,20-06-2024
A1364,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Zomato,https://logo.clearbit.com/zomato.com,Data Analyst,Information Technology,"AWS, Azure, HTML, Java, Excel",Master's Degree,45-54,0,Yes,409262,34105,High,Hyderabad,19-09-2024
A1365,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,TCS,https://logo.clearbit.com/tcs.com,Data Scientist,Education,"CSS, Power BI, Node.js, Presentation, Digital Marketing, Tableau",Bachelor's Degree,25-34,7,Yes,1304514,108710,Low,Ahmedabad,25-12-2024
A1366,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,Finance Analyst,Human Resources,"Node.js, SEO, Java, Presentation",Master's Degree,45-54,3,Yes,534580,44548,Low,Kolkata,04-02-2024
A1367,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Zoho,https://logo.clearbit.com/zoho.com,Product Manager,Marketing,"Java, Communication, Node.js",Diploma,35-44,1,Yes,1338501,111542,Moderate,Mumbai,19-01-2025
A1368,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Frontend Developer,E-commerce,"Git, Digital Marketing, HTML, Python, Power BI",Bachelor's Degree,55+,8,No,,,Moderate,Hyderabad,17-06-2024
A1369,Intern,Indeed,https://logo.clearbit.com/indeed.com,Flipkart,https://logo.clearbit.com/flipkart.com,Software Engineer,Manufacturing,"Communication, AWS, Power BI",Diploma,18-24,7,No,,,High,Kolkata,21-07-2025
A1370,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,IBM,https://logo.clearbit.com/ibm.com,DevOps Engineer,Human Resources,"JavaScript, SQL, Tableau, Problem Solving",Diploma,55+,6,No,,,Moderate,Gurugram,16-07-2025
A1371,Employed,Naukri,https://logo.clearbit.com/naukri.com,TCS,https://logo.clearbit.com/tcs.com,Business Analyst,Finance,"Power BI, Java, Kubernetes",High School,25-34,8,No,,,Moderate,Chennai,02-10-2025
A1372,Employed,Indeed,https://logo.clearbit.com/indeed.com,Microsoft,https://logo.clearbit.com/microsoft.com,Backend Developer,Information Technology,"AWS, Node.js, Linux",High School,45-54,0,No,,,Low,Ahmedabad,25-10-2024
A1373,Intern,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,DevOps Engineer,Healthcare,"Digital Marketing, Teamwork, C++, Docker, Java, Linux",High School,45-54,5,No,,,Moderate,Ahmedabad,11-07-2025
A1374,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Ola,https://logo.clearbit.com/olacabs.com,Data Scientist,Manufacturing,"Node.js, SEO, SQL, Docker, Azure",Diploma,18-24,8,Yes,1517271,126439,Low,Chennai,02-10-2024
A1375,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Amazon,https://logo.clearbit.com/amazon.com,Backend Developer,Marketing,"C++, Excel, Presentation",Master's Degree,55+,5,Yes,856852,71404,High,Kolkata,08-07-2025
A1376,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Accenture,https://logo.clearbit.com/accenture.com,Software Engineer,Healthcare,"Teamwork, Machine Learning, Power BI, Data Visualization, C++, Digital Marketing",Master's Degree,18-24,2,Yes,741038,61753,Low,Pune,09-08-2025
A1377,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,IBM,https://logo.clearbit.com/ibm.com,Frontend Developer,Information Technology,"HTML, SQL, Machine Learning, Problem Solving, Leadership, CSS",Diploma,25-34,1,No,,,Moderate,Gurugram,27-09-2025
A1378,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Zomato,https://logo.clearbit.com/zomato.com,Marketing Intern,Healthcare,"AWS, Presentation, React, SQL",High School,55+,0,No,,,High,Ahmedabad,09-03-2025
A1379,Intern,Indeed,https://logo.clearbit.com/indeed.com,Microsoft,https://logo.clearbit.com/microsoft.com,Machine Learning Engineer,Healthcare,"Communication, CSS, Presentation, Java, Tableau",Diploma,55+,5,Yes,1168271,97356,High,Kolkata,23-07-2025
A1380,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Zoho,https://logo.clearbit.com/zoho.com,Product Manager,Marketing,"Python, Presentation, HTML, Git, Problem Solving, Machine Learning",Master's Degree,25-34,0,No,,,Low,Gurugram,05-03-2025
A1381,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Amazon,https://logo.clearbit.com/amazon.com,Machine Learning Engineer,Education,"JavaScript, Problem Solving, Leadership",Master's Degree,45-54,3,No,,,Moderate,Noida,13-04-2024
A1382,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Ola,https://logo.clearbit.com/olacabs.com,UI/UX Designer,Marketing,"Tableau, Linux, Digital Marketing, Problem Solving, Git",PhD,45-54,0,No,,,Low,Chennai,29-04-2025
A1383,Employed,Naukri,https://logo.clearbit.com/naukri.com,Dell,https://logo.clearbit.com/dell.com,Data Scientist,E-commerce,"Git, C++, HTML, Tableau",Master's Degree,35-44,5,No,,,Moderate,Delhi,09-02-2024
A1384,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Accenture,https://logo.clearbit.com/accenture.com,Software Engineer,Healthcare,"Docker, Excel, Python, Communication, Kubernetes, HTML",PhD,45-54,6,No,,,Low,Gurugram,14-10-2024
A1385,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,Machine Learning Engineer,Information Technology,"CSS, SEO, Leadership, Teamwork, Communication",Diploma,18-24,5,No,,,Low,Mumbai,02-10-2024
A1386,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Wipro,https://logo.clearbit.com/wipro.com,Sales Executive,Finance,"AWS, Power BI, CSS, Digital Marketing, Machine Learning, Excel",Master's Degree,25-34,7,No,,,Moderate,Mumbai,27-02-2024
A1387,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Wipro,https://logo.clearbit.com/wipro.com,DevOps Engineer,Education,"React, Leadership, Machine Learning, Problem Solving, Python, Node.js",PhD,45-54,2,No,,,Moderate,Chennai,16-07-2024
A1388,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,Software Engineer,E-commerce,"SQL, Excel, HTML, AWS, Docker, Presentation",Master's Degree,55+,7,Yes,785895,65491,Low,Gurugram,20-04-2025
A1389,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,Data Analyst,Information Technology,"Excel, Digital Marketing, Git, SEO",PhD,25-34,6,No,,,High,Gurugram,30-06-2024
A1390,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Business Analyst,Manufacturing,"Node.js, Teamwork, Docker, CSS, HTML",Master's Degree,45-54,3,No,,,Moderate,Hyderabad,02-04-2024
A1391,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,HCL,https://logo.clearbit.com/hcltech.com,Software Engineer,Education,"Problem Solving, Leadership, AWS, Azure",Master's Degree,18-24,2,No,,,Low,Delhi,18-08-2024
A1392,Intern,Internshala,https://logo.clearbit.com/internshala.com,Adobe,https://logo.clearbit.com/adobe.com,Data Analyst,Manufacturing,"Digital Marketing, React, Linux",Bachelor's Degree,35-44,8,No,,,Moderate,Bangalore,26-06-2024
A1393,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,Product Manager,Human Resources,"HTML, Linux, Docker, Power BI, Tableau",Diploma,35-44,6,No,,,High,Mumbai,23-12-2024
A1394,Employed,Internshala,https://logo.clearbit.com/internshala.com,Microsoft,https://logo.clearbit.com/microsoft.com,Mobile App Developer,Finance,"C++, Machine Learning, Teamwork, Git, Tableau",Diploma,25-34,0,Yes,711147,59262,High,Bangalore,21-08-2025
A1395,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Swiggy,https://logo.clearbit.com/swiggy.com,Business Analyst,E-commerce,"Kubernetes, C++, JavaScript, Digital Marketing, Java",Master's Degree,18-24,3,No,,,High,Mumbai,10-12-2024
A1396,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Dell,https://logo.clearbit.com/dell.com,Product Manager,Information Technology,"AWS, React, Machine Learning, Leadership, Azure",PhD,18-24,8,No,,,Moderate,Gurugram,28-02-2024
A1397,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Zoho,https://logo.clearbit.com/zoho.com,Machine Learning Engineer,E-commerce,"Linux, Digital Marketing, Kubernetes",High School,18-24,5,Yes,1286548,107212,Low,Bangalore,22-09-2024
A1398,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,HCL,https://logo.clearbit.com/hcltech.com,Software Engineer,Information Technology,"Communication, CSS, HTML, Azure",PhD,45-54,6,No,,,Low,Delhi,01-07-2025
A1399,Employed,Internshala,https://logo.clearbit.com/internshala.com,Swiggy,https://logo.clearbit.com/swiggy.com,DevOps Engineer,Finance,"Teamwork, C++, Data Visualization, Node.js",Master's Degree,35-44,0,No,,,Moderate,Kolkata,27-10-2024
A1400,Intern,Indeed,https://logo.clearbit.com/indeed.com,Amazon,https://logo.clearbit.com/amazon.com,Product Manager,Education,"C++, Communication, Linux, Java",Diploma,18-24,4,No,,,Low,Ahmedabad,15-08-2024
A1401,Intern,Naukri,https://logo.clearbit.com/naukri.com,IBM,https://logo.clearbit.com/ibm.com,UI/UX Designer,E-commerce,"Excel, Docker, Problem Solving, Kubernetes, SEO",PhD,55+,6,No,,,Moderate,Pune,30-04-2024
A1402,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,LTI,https://logo.clearbit.com/lntinfotech.com,Frontend Developer,Healthcare,"AWS, Machine Learning, JavaScript, C++, Tableau, Presentation",Bachelor's Degree,45-54,5,No,,,High,Delhi,01-11-2024
A1403,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Amazon,https://logo.clearbit.com/amazon.com,Machine Learning Engineer,Information Technology,"Communication, Power BI, Problem Solving, SEO",Master's Degree,55+,4,No,,,Moderate,Chennai,26-05-2024
A1404,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Wipro,https://logo.clearbit.com/wipro.com,Finance Analyst,E-commerce,"Linux, Node.js, Communication, SQL, Python",PhD,55+,3,Yes,648445,54037,High,Ahmedabad,07-04-2025
A1405,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Flipkart,https://logo.clearbit.com/flipkart.com,Marketing Intern,E-commerce,"Presentation, Leadership, Teamwork, Java, React, Git",PhD,25-34,5,No,,,Low,Ahmedabad,20-03-2025
A1406,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Adobe,https://logo.clearbit.com/adobe.com,Finance Analyst,Marketing,"Python, SQL, Data Visualization, AWS, Excel, Teamwork",Bachelor's Degree,45-54,7,No,,,High,Mumbai,25-11-2024
A1407,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Infosys,https://logo.clearbit.com/infosys.com,Data Analyst,Finance,"Azure, HTML, Excel, Kubernetes",High School,55+,0,No,,,Moderate,Mumbai,12-05-2024
A1408,Intern,Indeed,https://logo.clearbit.com/indeed.com,Swiggy,https://logo.clearbit.com/swiggy.com,DevOps Engineer,Human Resources,"Java, Teamwork, SQL, Kubernetes",High School,45-54,6,No,,,High,Noida,24-10-2024
A1409,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,Byjus,https://logo.clearbit.com/byjus.com,Quality Analyst,Marketing,"C++, React, Communication, Digital Marketing, Excel, AWS",PhD,18-24,5,No,,,Moderate,Gurugram,17-06-2024
A1410,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,HR Executive,E-commerce,"AWS, CSS, Python, Problem Solving",Master's Degree,25-34,1,No,,,High,Gurugram,31-05-2025
A1411,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Ola,https://logo.clearbit.com/olacabs.com,Software Engineer,Human Resources,"Linux, Docker, Leadership, Data Visualization, Git, SQL",Bachelor's Degree,35-44,0,No,,,High,Hyderabad,31-08-2025
A1412,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Infosys,https://logo.clearbit.com/infosys.com,Software Engineer,Finance,"Power BI, SEO, Tableau",High School,55+,7,Yes,734339,61195,Moderate,Chennai,06-05-2024
A1413,Intern,Internshala,https://logo.clearbit.com/internshala.com,Paytm,https://logo.clearbit.com/paytm.com,Machine Learning Engineer,Healthcare,"HTML, C++, Linux, Python",PhD,25-34,5,No,,,Low,Gurugram,04-11-2024
A1414,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Swiggy,https://logo.clearbit.com/swiggy.com,Product Manager,Human Resources,"Power BI, Teamwork, JavaScript, Machine Learning",Master's Degree,25-34,0,No,,,Low,Gurugram,24-09-2025
A1415,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Google,https://logo.clearbit.com/google.com,Backend Developer,Human Resources,"AWS, Git, Teamwork, Docker, Machine Learning, Leadership",High School,25-34,5,No,,,High,Noida,01-01-2025
A1416,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Flipkart,https://logo.clearbit.com/flipkart.com,Software Engineer,E-commerce,"AWS, HTML, Digital Marketing, Communication, Azure, Python",Diploma,25-34,0,Yes,629119,52427,Low,Chennai,14-01-2024
A1417,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,LTI,https://logo.clearbit.com/lntinfotech.com,Finance Analyst,E-commerce,"Java, Leadership, Machine Learning, CSS",PhD,18-24,3,No,,,Low,Noida,13-04-2024
A1418,Employed,Naukri,https://logo.clearbit.com/naukri.com,Zomato,https://logo.clearbit.com/zomato.com,DevOps Engineer,Manufacturing,"SEO, SQL, JavaScript, Teamwork, Node.js",Bachelor's Degree,45-54,3,No,,,Moderate,Pune,10-02-2024
A1419,Intern,Internshala,https://logo.clearbit.com/internshala.com,Zoho,https://logo.clearbit.com/zoho.com,UI/UX Designer,Education,"JavaScript, Leadership, SQL",Master's Degree,35-44,1,No,,,Low,Noida,10-01-2024
A1420,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Zoho,https://logo.clearbit.com/zoho.com,Business Analyst,Manufacturing,"Git, Docker, CSS, Java, Excel, Communication",PhD,35-44,0,No,,,Moderate,Noida,06-07-2024
A1421,Employed,Indeed,https://logo.clearbit.com/indeed.com,HCL,https://logo.clearbit.com/hcltech.com,Mobile App Developer,Information Technology,"Teamwork, Tableau, HTML, Digital Marketing, Presentation",High School,45-54,1,No,,,Moderate,Bangalore,07-03-2025
A1422,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Amazon,https://logo.clearbit.com/amazon.com,Software Engineer,Finance,"JavaScript, Power BI, Problem Solving, Digital Marketing",PhD,35-44,6,No,,,High,Bangalore,05-08-2025
A1423,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Byjus,https://logo.clearbit.com/byjus.com,Data Scientist,E-commerce,"Git, Python, C++, Teamwork, CSS",PhD,25-34,6,No,,,High,Kolkata,13-05-2024
A1424,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,UI/UX Designer,E-commerce,"SQL, Java, Docker, Linux, Communication, Python",High School,18-24,8,Yes,859459,71622,High,Mumbai,21-06-2025
A1425,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Accenture,https://logo.clearbit.com/accenture.com,Quality Analyst,Healthcare,"Power BI, C++, CSS",Diploma,25-34,6,No,,,High,Kolkata,11-09-2024
A1426,Intern,Internshala,https://logo.clearbit.com/internshala.com,HCL,https://logo.clearbit.com/hcltech.com,Machine Learning Engineer,Healthcare,"Python, Linux, Node.js",Master's Degree,25-34,6,No,,,High,Gurugram,01-06-2025
A1427,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Flipkart,https://logo.clearbit.com/flipkart.com,Frontend Developer,Finance,"Communication, Azure, Teamwork, Docker, SQL, Machine Learning",High School,18-24,7,No,,,Low,Pune,16-08-2024
A1428,Intern,Indeed,https://logo.clearbit.com/indeed.com,HCL,https://logo.clearbit.com/hcltech.com,HR Executive,Healthcare,"SEO, Presentation, Problem Solving",PhD,55+,0,No,,,Low,Kolkata,03-04-2025
A1429,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Zomato,https://logo.clearbit.com/zomato.com,Quality Analyst,Manufacturing,"Digital Marketing, CSS, Linux",PhD,35-44,0,No,,,Moderate,Gurugram,19-01-2024
A1430,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Adobe,https://logo.clearbit.com/adobe.com,Software Engineer,Healthcare,"Teamwork, Java, Presentation",Bachelor's Degree,18-24,8,No,,,High,Gurugram,10-09-2025
A1431,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Swiggy,https://logo.clearbit.com/swiggy.com,Sales Executive,E-commerce,"Communication, Excel, SQL, Azure, SEO, Teamwork",PhD,45-54,8,No,,,High,Bangalore,27-07-2025
A1432,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Paytm,https://logo.clearbit.com/paytm.com,Business Analyst,Finance,"JavaScript, Teamwork, Leadership, C++, Azure, Python",High School,45-54,4,Yes,729097,60758,Moderate,Bangalore,15-12-2024
A1433,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Business Analyst,Human Resources,"SQL, Node.js, Digital Marketing",Bachelor's Degree,45-54,5,Yes,853884,71157,Moderate,Delhi,23-05-2024
A1434,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Dell,https://logo.clearbit.com/dell.com,Sales Executive,Healthcare,"JavaScript, Tableau, AWS, SEO",PhD,55+,4,No,,,Moderate,Noida,14-07-2024
A1435,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Adobe,https://logo.clearbit.com/adobe.com,Software Engineer,Finance,"Leadership, SEO, C++",High School,18-24,7,Yes,865019,72085,High,Chennai,26-08-2025
A1436,Employed,Naukri,https://logo.clearbit.com/naukri.com,Paytm,https://logo.clearbit.com/paytm.com,Data Analyst,Finance,"Data Visualization, Power BI, Teamwork",Master's Degree,55+,6,No,,,Moderate,Delhi,22-08-2025
A1437,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Flipkart,https://logo.clearbit.com/flipkart.com,Marketing Intern,Education,"JavaScript, Tableau, C++, Git",Master's Degree,45-54,4,No,,,Low,Gurugram,12-09-2025
A1438,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,HCL,https://logo.clearbit.com/hcltech.com,UI/UX Designer,Marketing,"Docker, Tableau, Communication, Kubernetes",PhD,25-34,1,Yes,616708,51392,High,Kolkata,08-04-2025
A1439,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Adobe,https://logo.clearbit.com/adobe.com,DevOps Engineer,Manufacturing,"HTML, CSS, Data Visualization, Linux, AWS",Master's Degree,25-34,2,No,,,Low,Delhi,24-07-2024
A1440,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,IBM,https://logo.clearbit.com/ibm.com,Business Analyst,Finance,"HTML, Linux, Node.js, Machine Learning",PhD,55+,4,No,,,High,Chennai,09-07-2025
A1441,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Ola,https://logo.clearbit.com/olacabs.com,Finance Analyst,Finance,"C++, CSS, Data Visualization, Kubernetes, Power BI, Python",Bachelor's Degree,45-54,0,No,,,Low,Kolkata,19-06-2025
A1442,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,HCL,https://logo.clearbit.com/hcltech.com,Machine Learning Engineer,Marketing,"C++, SQL, AWS",Master's Degree,45-54,1,No,,,Moderate,Gurugram,30-09-2024
